Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
55296;SANTANDER CONSUMER SA;11/6/2026;PRESTAMO PERSONAL ONLINE;ONLINE;Pesos;2200000;50000;18;400000;3;65;18;Personas humanas en relación de dependencia;8;624,14;Fija;956,54;11028;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;11/6/2026;PRESTAMO PERSONAL EFECTIVO;EFECTIVO;Pesos;5250000;50000;24;800000;12;80;25;Personas humanas Monotributistas;8;963,96;Fija;1557,18;13029;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;11/6/2026;PRESTAMO CONSUMO;CONSUMO;Pesos;21500000;50000;48;800000;12;80;35;Personas humanas Monotributistas;8;863,48;Fija;1375,94;12382;Todo el territorio nacional;
55297;FINANCITY S.A.;14/3/2022;CREDITOS PERSONALES A SOLA FIRMA;CRED.PERS.;Pesos;200000;1;48;0;3;100;40;Todos los beneficiarios;12,1;152,16;Fija;165,91;1335,74;Provincia del Chubut;
55298;ESPACIO DIGITAL S.A;19/6/2026;CREDITO EFECTIVO;CREDITO EFECTIVO;Pesos;1400000;10000;12;20000;0;75;99,99;Todos los beneficiarios;20;1128,69;Fija;1858,4;296463;Todo el territorio nacional;SIN CARGO CANCELACION SI ABONA UN TERCIO DE LAS CUOTAS
55298;ESPACIO DIGITAL S.A;19/6/2026;CREDITO EFECTIVO;CREDITO EFECTIVO;Pesos;4500000;10000;18;20000;0;75;99,99;Todos los beneficiarios;20;345,1;Fija;495,6;172170;Todo el territorio nacional;SIN CARGO CANCELACION SI ABONA UN TERCIO DE LAS CUOTAS
55300;Buenos Aires Creditos SA;5/6/2026;GARRAHAN POLICIA 08-2025 - 30;PRPER-80;Pesos;10000000;1000;48;150000;6;99;0,45;Personas humanas en relación de dependencia;99;7,33;Fija;133,8;9026;Todo el territorio nacional;
55301;CRESCENS S.A;25/6/2026;TASA GENERAL;GENERAL;Pesos;1000000;5000;36;0;6;65;20;Personas humanas en relación de dependencia;3;59,92;Variable;59,92;688;Todo el territorio nacional;VARIACION EN FUNCION DE TASA BADLAR BCRA
55301;CRESCENS S.A;25/6/2026;EMPLEADOS TASA FIJA;EMPLEADOS;Pesos;1000000;5000;36;0;6;65;20;Personas humanas en relación de dependencia;3;51,36;Variable;51,36;705;Todo el territorio nacional;TASA FIJA SEGUN PROMEDIO BADLAR 
55301;CRESCENS S.A;25/6/2026;EMPLEADOS TASA BONIFICADA;EMPLEADOS;Pesos;1000000;5000;36;0;6;65;25;Personas humanas en relación de dependencia;3;59,92;Variable;59,92;688;Todo el territorio nacional;VARIACION EN FUNCION DE TASA BADLAR BCRA
55303;FINANCE GROUP SRL;30/11/2021;;;;;;;;;;;;;;;;;;
55303;FINANCE GROUP SRL;30/11/2021;;;;;;;;;;;;;;;;;;
55303;FINANCE GROUP SRL;30/11/2021;PERSONALES TASA BONIFICADA;PERSONALES;Pesos;40000;500;9;0;6;65;25;Personas humanas en relación de dependencia;3;269,83;Variable;269,83;833,33;Todo el territorio nacional;
55305;SORAMUS S.A;1/6/2023;PRESTAMO SENCILLO 5;PS5;Pesos;1000000;1000;24;0;0;100;0;Todos los beneficiarios;0;469,21;Fija;695,92;0;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;1/6/2023;PRESTAMO SENCILLO 2;PS2;Pesos;1000000;1000;24;0;0;100;0;Todos los beneficiarios;0;331,44;Fija;474,07;0;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;1/6/2023;PRESTAMO SENCILLO 7;PS7;Pesos;1000000;1000;24;0;0;100;0;Todos los beneficiarios;0;579,3;Fija;879,73;0;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;1/6/2023;PRESTAMO SENCILLO 3;PS3;Pesos;1000000;1000;24;0;0;100;0;Todos los beneficiarios;0;373,89;Fija;541,33;0;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;1/6/2023;PRESTAMO SENCILLO 6;PS6;Pesos;1000000;1000;24;0;0;100;0;Todos los beneficiarios;0;522,12;Fija;783,62;0;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;1/6/2023;PRESTAMO SENCILLO 4;PS4;Pesos;1000000;1000;24;0;0;100;0;Todos los beneficiarios;0;419,55;Fija;614,8;0;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;1/6/2023;PRESTAMO SENCILLO 1;PS1;Pesos;1000000;1000;24;0;0;100;0;Todos los beneficiarios;0;160,36;Fija;215,35;0;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;1/6/2023;PRESTAMO SENCILLO 8;PS8;Pesos;1000000;1000;24;0;0;100;0;Todos los beneficiarios;0;641;Fija;984,91;0;Todo el territorio nacional;SIN NOVEDAD
55307;RED DE PRESTAMOS SA;15/11/2024;PRESTAMOS PERSONALES DE CONSUMO DE PAGO VOLUNTARIO;CONSUMIDOR;Pesos;100000;1000;24;35000;6;64;30;Personas humanas en relación de dependencia;0;891,83;Fija;999,99;2728,75;Provincia de Buenos Aires;0
55307;RED DE PRESTAMOS SA;15/11/2024;PRESTAMOS MUNICIPALES CON CONVENIO DE DESCUENTOS DE HABERES;MUNICIPALES;Pesos;999000;1000;24;70000;6;64;20;Empleados públicos;0;297,03;Fija;487,76;1807,16;Provincia de Buenos Aires;0
55309;MUTUAL DEL PERSONAL DEL MINISTERIO DE EDUCACION Y JUSTICIA DE LA NACION;4/3/2026;AYUDA ECONOMICA SANTIAGO;AYUDA SANTIAGO;Pesos;530000;10000;24;150000;3;60;20;Personas humanas en relación de dependencia;0;217;Fija;217;1942;Todo el territorio nacional;
55309;MUTUAL DEL PERSONAL DEL MINISTERIO DE EDUCACION Y JUSTICIA DE LA NACION;4/3/2026;AYUDA POR CBU;AYUDA POR CBU;Pesos;280000;10000;18;150000;3;80;20;Personas humanas en relación de dependencia;0;235;Fija;235;2218;Provincia de Buenos Aires;
55309;MUTUAL DEL PERSONAL DEL MINISTERIO DE EDUCACION Y JUSTICIA DE LA NACION;4/3/2026;PRESTAMOS PERSONALES;AYUDA ECONOMICA;Pesos;540000;10000;24;150000;12;65;20;Personas humanas en relación de dependencia;0;204;Fija;204;1891;Provincia de Buenos Aires;PRESTAMOS PERSONALES A NUESTROS ASOCIADOS POR RECIBO DE HABERES
55310;MACRO SOLUTIONS SA;6/3/2026;ALIANZA MICROCREDITOS1;NO TIENE;Pesos;3000000;45000;27;0;2;86;0,2;Todos los beneficiarios;0,15;6,03;Fija;7,3;8629;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;6/3/2026;ALIANZA MICROCREDITOS7;NO TIENE;Pesos;3000000;10000;24;0;2;86;0,2;Todos los beneficiarios;0,15;2,83;Fija;3,42;1373;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;6/3/2026;ALIANZA MICROCREDITOS2;NO TIENE;Pesos;3000000;10000;24;0;2;86;0,2;Todos los beneficiarios;0,15;5,36;Fija;6,49;1835;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;6/3/2026;ALIANZA MICROCREDITOS8;NO TIENE;Pesos;3000000;10000;24;0;2;86;0,2;Todos los beneficiarios;0,15;2,45;Fija;2,97;1285;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;6/3/2026;ALIANZA MICROCREDITOS4;NO TIENE;Pesos;3000000;10000;24;0;2;86;0,2;Todos los beneficiarios;0,15;4,2;Fija;5,08;1647;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;6/3/2026;ALIANZA MICROCREDITOS3;NO TIENE;Pesos;3000000;10000;24;0;2;86;0,2;Todos los beneficiarios;0,15;4,75;Fija;5,75;1740;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;6/3/2026;ALIANZA MICROCREDITOS6;NO TIENE;Pesos;3000000;10000;24;0;2;86;0,2;Todos los beneficiarios;0,15;3,24;Fija;3,92;1463;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;6/3/2026;ALIANZA MICROCREDITOS5;NO TIENE;Pesos;3000000;10000;24;0;2;86;0,2;Todos los beneficiarios;0,15;3,7;Fija;4,48;1554;Todo el territorio nacional;
55312;ABAN DIGITAL S.A.;20/4/2026;PRESTAMO PERSONAL;ADELANTO;Pesos;1000000;50000;3;500000;6;65;30;Todos los beneficiarios;10;4303,68;Fija;8446,17;60612;Todo el territorio nacional;
55313;MICODEMO S.A.;31/10/2023;PRESTAMOS PERDOPRESTAMOS PERSONALES;PRESTAMO PERSONAL;Pesos;70000;5000;12;0;6;75;0;Empleados públicos;23,9;999,99;Fija;378,04;3600;Todo el territorio nacional;EL VALOR CORRECTO DE LA TASA EFECTIVA ANUAL ES 2574,57
55314;REGGIO DI CALABRIA S.R.L.;23/5/2023;PRESTAMO PERSONAL PROVINCIA - PUBLICO GENERAL;PUBLICO GENERAL PROVINCIA;Pesos;60000;500;18;0;12;79;35;Empleados públicos;0;390,91;Fija;390,91;1799;Provincia de Buenos Aires;0
55314;REGGIO DI CALABRIA S.R.L.;23/5/2023;PRESTAMO PERSONAL NACION - PUBLICO GENERAL;PUBLICO GENERAL NACION;Pesos;50000;555;24;0;12;79;40;Empleados públicos;0;483,45;Fija;483,45;1682,45;Todo el territorio nacional;0
55315;FINANCRED SA;23/3/2026;PPE HABITUAL ESPECIAL;PPE HABITUAL ESPECIAL;Pesos;500000;1000;12;50000;12;100;35;Empleados públicos;0;720;Fija;999,99;2480;Todo el territorio nacional;
55315;FINANCRED SA;23/3/2026;PPE HABITUAL ESPECIAL;PPE HABITUAL ESPECIAL;Pesos;500000;1000;12;50000;12;100;35;Personas humanas Responsables Inscriptos;0;720;Fija;999,99;2480;Todo el territorio nacional;
55315;FINANCRED SA;23/3/2026;PPE HABITUAL ESPECIAL;PPE HABITUAL ESPECIAL;Pesos;500000;1000;12;50000;12;100;35;Personas humanas Monotributistas;0;720;Fija;999,99;2480;Todo el territorio nacional;
55315;FINANCRED SA;23/3/2026;PPE HABITUAL ESPECIAL;PPE HABITUAL ESPECIAL;Pesos;500000;1000;12;50000;12;100;35;Personas humanas en relación de dependencia;0;720;Fija;999,99;2480;Todo el territorio nacional;
55317;BARSATEX S.A.;23/6/2026;PRESTAMO PERSONAL SIN GARANTIA;ANTICIPOCOMAR;Pesos;1000000;30000;12;380000;3;75;0,2;Todos los beneficiarios;0;66,22;Fija;80,12;420768;Todo el territorio nacional;
55323;SOLUCIONES INTEGRALES S.A.;5/6/2026;MICRO PRESTAMO PERSONAL;MICRO PRESTAMO PERSONAL;Pesos;150000;10000;6;0;6;100;0;Personas humanas en relación de dependencia;0;868,8;Fija;946;437500;Todo el territorio nacional;
55328;LOGINCREDIT S.A.;24/9/2025;PRESTAMOS EMPLEADOS CUOTAS FIJAS;PRESTAMOS EMPLEADOS;Pesos;300000;15000;9;25000;1;75;27;Personas humanas en relación de dependencia;25;144,9;Fija;193,2;2049;Ciudad Autónoma de Buenos Aires;CARGO MAXIMO POR CANCELACION ANTICIPADA 25 PORCIENTO CAPITAL ADEUDADO
55330;CREDILOW S.A.;31/5/2023;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;0;Beneficiarios de cuentas de la seguridad social;0;949,33;Fija;949,33;2612;Provincia de Córdoba;
55330;CREDILOW S.A.;31/5/2023;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20;Todos los beneficiarios;0;881,2;Fija;881,2;2334;Provincia de San Juan;
55330;CREDILOW S.A.;31/5/2023;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;0;Beneficiarios de cuentas de la seguridad social;0;949,33;Fija;949,33;2612;Provincia del Chaco;
55330;CREDILOW S.A.;31/5/2023;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20;Todos los beneficiarios;0;881,2;Fija;881,2;2334;Ciudad Autónoma de Buenos Aires;
55330;CREDILOW S.A.;31/5/2023;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20;Todos los beneficiarios;0;881,2;Fija;881,2;2334;Provincia del Chaco;
55330;CREDILOW S.A.;31/5/2023;JUBILADOSCLIENTENUEVO;JCN;Pesos;81000;1;9;0;0;100;0;Beneficiarios de cuentas de la seguridad social;0;949,33;Fija;949,33;2612;Provincia de Buenos Aires;
55330;CREDILOW S.A.;31/5/2023;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;0;Todos los beneficiarios;0;999,99;Fija;999,99;3317;Provincia de Córdoba;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;31/5/2023;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20;Todos los beneficiarios;0;881,2;Fija;881,2;2334;Provincia de Santa Fe;
55330;CREDILOW S.A.;31/5/2023;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;0;Todos los beneficiarios;0;999,99;Fija;999,99;3317;Provincia del Chaco;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;31/5/2023;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;0;Todos los beneficiarios;0;999,99;Fija;999,99;3317;Provincia de San Juan;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;31/5/2023;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20;Todos los beneficiarios;0;881,2;Fija;881,2;2334;Provincia de Córdoba;
55330;CREDILOW S.A.;31/5/2023;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;0;Beneficiarios de cuentas de la seguridad social;0;949,33;Fija;949,33;2612;Provincia de La Pampa;
55330;CREDILOW S.A.;31/5/2023;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;0;Todos los beneficiarios;0;999,99;Fija;999,99;3317;Provincia de La Pampa;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;31/5/2023;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;0;Beneficiarios de cuentas de la seguridad social;0;949,33;Fija;949,33;2612;Provincia de Mendoza;
55330;CREDILOW S.A.;31/5/2023;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20;Todos los beneficiarios;0;881,2;Fija;881,2;2334;Provincia de La Pampa;
55330;CREDILOW S.A.;31/5/2023;RECIBODESUELDOCLIENTENUEVO;RSCN;Pesos;143520;1;12;0;0;100;20;Todos los beneficiarios;0;881,2;Fija;881,2;2334;Provincia de Buenos Aires;
55330;CREDILOW S.A.;31/5/2023;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;0;Beneficiarios de cuentas de la seguridad social;0;949,33;Fija;949,33;2612;Ciudad Autónoma de Buenos Aires;
55330;CREDILOW S.A.;31/5/2023;DNIMASSERVICIOCLIENTENUEVO;DNISCN;Pesos;42000;1;6;0;0;100;0;Todos los beneficiarios;0;999,99;Fija;999,99;3317;Provincia de Buenos Aires;VALE MIL DOSCIENTOS TREINTA Y CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;31/5/2023;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;0;Todos los beneficiarios;0;999,99;Fija;999,99;3317;Ciudad Autónoma de Buenos Aires;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;31/5/2023;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;0;Todos los beneficiarios;0;999,99;Fija;999,99;3317;Provincia de Mendoza;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;31/5/2023;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;0;Beneficiarios de cuentas de la seguridad social;0;949,33;Fija;949,33;2612;Provincia de Santa Fe;
55330;CREDILOW S.A.;31/5/2023;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;0;Todos los beneficiarios;0;999,99;Fija;999,99;3317;Provincia de Santa Fe;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;31/5/2023;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;0;Beneficiarios de cuentas de la seguridad social;0;949,33;Fija;949,33;2612;Provincia de San Juan;
55330;CREDILOW S.A.;31/5/2023;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20;Todos los beneficiarios;0;881,2;Fija;881,2;2334;Provincia de Mendoza;
55331;UNION DEL PERSONAL CIVIL DE LA PROVINCIA DEL CHACO;10/3/2022;PRESTAMOS PERSONALES;PERSONAL;Pesos;400000;1000;48;0;0;100;40;Empleados públicos;0;10;Fija;10;10;Provincia del Chaco;
55332;FENIXCRED S.A.;30/4/2024;JUBILADO RIESGO MEDIO;JUB.RRM;Pesos;200000;50000;12;170000;12;75;25;Beneficiarios de cuentas de la seguridad social;15;655,6;Fija;655,6;2093,13;Todo el territorio nacional;NUEVOS CLIENTES Y CLIENTES -SITUACION VIGENTE BCRA HASTA 5
55332;FENIXCRED S.A.;30/4/2024;RECIBO DE SUELDO RIESGO BAJO;RCBO.RRB;Pesos;700000;50000;12;550000;12;70;25;Personas humanas en relación de dependencia;15;655,6;Fija;655,6;2093,13;Todo el territorio nacional;CLIENTES CON 1 PRESTAMO YA CANCELADO -SITUACION VIGENTE BCRA 1 Y 2
55332;FENIXCRED S.A.;30/4/2024;RECIBO DE SUELDO RIESGO MEDIO;RCBO.RRM;Pesos;200000;50000;12;350000;12;70;25;Personas humanas en relación de dependencia;15;655,6;Fija;655,6;2093,13;Todo el territorio nacional;NUEVOS CLIENTES -SITUACION VIGENTE BCRA HASTA 5
55332;FENIXCRED S.A.;30/4/2024;JUBILADO RIESGO BAJO;JUB.RRB;Pesos;600000;50000;12;400000;12;75;25;Beneficiarios de cuentas de la seguridad social;15;655,6;Fija;655,6;2093,13;Todo el territorio nacional;CLIENTES CON 1 PRESTAMO CANCELADO -SITUACION VIGENTE BCRA 1 Y 2
55332;FENIXCRED S.A.;30/4/2024;DNI Y SERVICIO;DNI.SERV;Pesos;400000;50000;12;150000;0;70;25;Personas humanas Responsables Inscriptos;15;915,41;Fija;915,41;2336,16;Todo el territorio nacional;NUEVOS CLIENTES -SITUACION VIGENTE BCRA HASTA 5
55333;El Nexo S.A.;3/3/2026;EL NEXO SA HABERES;NEXO RECIBO;Pesos;7500000;1000;48;0;0;100;40;Todos los beneficiarios;0;133,78;Fija;177,37;903;Todo el territorio nacional;
55334;VALUARTE SRL;23/4/2026;VALUARTE PROVINCIALES RIO NEGRO;VALUARTE RN;Pesos;1000000;20000;24;100000;6;65;80;Empleados públicos;30;218,71;Fija;189,29;27303;Provincia de Río Negro;
55334;VALUARTE SRL;23/4/2026;VALUARTE ROSARIO;VALUARTE ROS;Pesos;1000000;20000;24;0;6;65;80;Empleados públicos;30;207,86;Fija;142,1;24989;Provincia de Santa Fe;
55334;VALUARTE SRL;23/4/2026;VALUARTE BMR;VALUARTE BMR;Pesos;1000000;20000;24;20000;6;65;40;Clientes que acrediten sueldos en la entidad;30;228,24;Fija;189,66;28021;Provincia de Santa Fe;
55334;VALUARTE SRL;23/4/2026;VALUARTE PROVINCIALES SANTA FE;VALUARTE SF;Pesos;5000000;20000;36;0;6;65;0;Empleados públicos;30;97,82;Fija;70,29;10909;Provincia de Santa Fe;
55334;VALUARTE SRL;23/4/2026;VALUARTE PASIVOS SANTA FE;VALUARTE PSF;Pesos;5000000;20000;18;0;6;80;0;Empleados públicos;30;97,82;Fija;70,29;16581;Provincia de Santa Fe;
55334;VALUARTE SRL;23/4/2026;VALUARTE PROVINCIALES SF ADELANTO;VALUARTE SF AD;Pesos;5000000;20000;1;0;6;65;0;Empleados públicos;30;81,51;Fija;94,94;14624;Provincia de Santa Fe;
55334;VALUARTE SRL;23/4/2026;VALUARTE PASIVOS SF CUOTA 1;VALUARTE PSF AD;Pesos;5000000;20000;1;0;6;80;0;Empleados públicos;30;105,97;Fija;110,78;14957;Provincia de Santa Fe;
55334;VALUARTE SRL;23/4/2026;VALUARTE SAN LORENZO;VALUARTE SL;Pesos;2000000;20000;30;0;6;65;40;Empleados públicos;30;199,71;Fija;135,82;12211;Provincia de Santa Fe;
55336;OSCAR BARBIERI S.A.;25/6/2026;CREDITO PARA LA COMPRA FINANCIADA DE PRODUCTOS EN OSCAR BARBIERI SA;CREDITO PERSONAL OBSA;Pesos;9000000;1;24;0;0;79;20;Todos los beneficiarios;0;96,38;Fija;116,62;1251;Provincia de Catamarca;N/A 0D0A
55336;OSCAR BARBIERI S.A.;25/6/2026;CREDITO PARA LA COMPRA FINANCIADA DE PRODUCTOS EN OSCAR BARBIERI SA;CREDITO PERSONAL OBSA;Pesos;9000000;1;24;0;0;79;20;Todos los beneficiarios;0;96,38;Fija;116,62;1251;Provincia de Tucumán;N/A
55336;OSCAR BARBIERI S.A.;25/6/2026;CREDITO PARA LA COMPRA FINANCIADA DE PRODUCTOS EN OSCAR BARBIERI SA;CREDITO PERSONAL OBSA;Pesos;9000000;1;24;0;0;79;20;Todos los beneficiarios;0;96,38;Fija;116,62;1251;Provincia de Salta;N/A 0D0A
55337;NETTER SA;7/2/2023;CREDITOS PERSONALES;LINEA PLATINO - DEBITO;Pesos;100000;1000;36;15000;3;63;35;Clientes que acrediten sueldos en la entidad;35;220,76;Fija;304,34;1253,68;Todo el territorio nacional;
55338;TRESSFEN SA;25/7/2022;PENSIONADO;P;Pesos;0;12000;12;0;6;75;0;Beneficiarios de cuentas de la seguridad social;0;204,08;Fija;204,08;2534;Todo el territorio nacional;
55338;TRESSFEN SA;25/7/2022;RECIBO DE SUELDO RENOVADOR;RSR;Pesos;0;15000;12;0;0;75;0;Personas humanas en relación de dependencia;0;108,08;Fija;108,08;1734;Todo el territorio nacional;
55338;TRESSFEN SA;25/7/2022;DNI RENOVADOR;DR;Pesos;0;12000;12;0;0;75;0;Todos los beneficiarios;0;192,08;Fija;192,08;2434;Todo el territorio nacional;
55338;TRESSFEN SA;25/7/2022;RECIBO DE SUELDO;RS;Pesos;0;15000;12;0;6;75;0;Personas humanas en relación de dependencia;0;127,28;Fija;127,28;1894;Todo el territorio nacional;
55338;TRESSFEN SA;25/7/2022;D.N.I.;D;Pesos;0;12000;12;0;0;75;0;Todos los beneficiarios;0;228,08;Fija;228,08;2734;Todo el territorio nacional;
55338;TRESSFEN SA;25/7/2022;JUBILADO;J;Pesos;0;4000;12;0;6;75;0;Beneficiarios de cuentas de la seguridad social;0;127,28;Fija;127,28;1894;Todo el territorio nacional;
55339;MAEBA S.R.L.;18/2/2026;RAPICUOTAS EL PRESTAMO MAS RAPIDO DEL MUNDO;RAPICUOTAS;Pesos;3000000;25000;11;0;0;100;99,99;Todos los beneficiarios;15;15433,09;Fija;15433,09;263000;Todo el territorio nacional;
55340;FINANPRO S.R.L.;18/2/2026;RAPICUOTAS EL PRESTAMO MAS RAPIDO DEL MUNDO;RAPICUOTAS;Pesos;3000000;25000;11;0;0;100;99,99;Todos los beneficiarios;15;15433,09;Fija;15433,09;263000;Todo el territorio nacional;
55341;PROAVALAR S.R.L;18/2/2026;RAPICUOTAS ON LINE;RAPICUOTAS;Pesos;3000000;25000;11;0;0;100;99,99;Todos los beneficiarios;15;33561,78;Fija;33561,78;30900;Todo el territorio nacional;
55342;Asistir Cooperativa de Vivienda, Credito, Consumo y Servicios Sociales Limitada;24/2/2026;COOP ASISTIR HABERES;ASISTIR RECIBO;Pesos;7500000;1000;48;0;0;100;40;Todos los beneficiarios;0;133,78;Fija;177,37;903;Todo el territorio nacional;
55349;AGILCRED S.A.;26/3/2026;AMORTIZABLES FRANCES CON CODIGO DE DESC ACTIVOS CABA;AMORT. COD. DES. CABA;Pesos;10000000;10000;36;0;0;65;30;Empleados públicos;10;213,6;Fija;398,4;93750;Ciudad Autónoma de Buenos Aires;EDAD MAXIMA SOLICITADA EN MUJERES: 60 AÑOS - EDAD MAXIMA SOLICITADA EN HOMBRES: 65 AÑOS
55349;AGILCRED S.A.;26/3/2026;AMORTIZABLES FRANCES CON CODIGO DE DESCUENTO ACTIVOS;AMORT. COD. DESCUENTO;Pesos;10000000;10000;36;0;0;79;30;Empleados públicos;10;171,6;Fija;319,26;97380;Provincia de Santa Fe;EDAD MAXIMA SOLICITADA EN MUJERES: 74 AÑOS - EDAD MAXIMA SOLICITADA EN HOMBRES: 79 AÑOS
55349;AGILCRED S.A.;26/3/2026;AMORTIZABLES FRANCES CON CBU BANCO SANTA FE;AMORT. CBU SANTA FE;Pesos;2000000;1000;15;0;0;63;30;Personas humanas en relación de dependencia;10;480,9;Fija;1588,72;268385;Provincia de Santa Fe;EDAD MAXIMA SOLICITADA EN MUJERES: 58 AÑOS - EDAD MAXIMA SOLICITADA EN HOMBRES: 63 AÑOS
55352;Cooperativa de vivienda crédito y consumo San José Ltda;26/3/2026;PRESTAMO PERSONAL SIN GARANTIA;PRESTAMO12;Pesos;500000;10000;12;0;12;58;30;Todos los beneficiarios;15;1086,7;Fija;1637,11;285000;Todo el territorio nacional;
55355;FULLCREDIT SA;9/6/2026;PRESTAMOS PERSONALES;PP00000060;Pesos;4000000;50000;36;380000;6;64;30;Todos los beneficiarios;0;81,65;Fija;999,99;775483;Todo el territorio nacional;
55355;FULLCREDIT SA;9/6/2026;PRESTAMOS PERSONALES;PP00000054;Pesos;4000000;100000;24;300000;6;64;30;Todos los beneficiarios;25;164,12;Fija;376,62;326399;Todo el territorio nacional;
55355;FULLCREDIT SA;9/6/2026;PRESTAMOS PERSONALES;PP00000061;Pesos;4000000;50000;36;380000;6;64;30;Todos los beneficiarios;0;81,65;Fija;999,99;1268974;Todo el territorio nacional;
55355;FULLCREDIT SA;9/6/2026;PRESTAMOS PERSONALES;PP00000052;Pesos;4000000;50000;24;380000;6;64;30;Todos los beneficiarios;25;162,37;Fija;288,13;313013;Todo el territorio nacional;
55355;FULLCREDIT SA;9/6/2026;PRESTAMOS PERSONALES;PP00000029;Pesos;3000000;20000;24;20000;12;67;40;Todos los beneficiarios;15;407,77;Fija;614,74;358301;Todo el territorio nacional;
55355;FULLCREDIT SA;9/6/2026;PRESTAMOS PERSONALES;PP00000062;Pesos;4000000;50000;36;380000;6;64;25;Todos los beneficiarios;0;81,65;Fija;0;55556;Todo el territorio nacional;
55355;FULLCREDIT SA;9/6/2026;PRESTAMOS PERSONALES;PP00000055;Pesos;4000000;40000;24;300000;6;79;30;Todos los beneficiarios;0;162,37;Fija;288,13;313013;Todo el territorio nacional;
